node,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6
0,14,156,300,349,485,115
1,1,142,232,337,401,432
2,45,151,226,369,495,198
3,11,134,300,373,453,327
4,37,176,241,346,449,394
5,58,141,289,343,445,423
6,50,156,279,364,434,193
7,17,200,265,303,435,100
8,30,153,221,378,462,140
9,10,194,243,301,467,262
10,87,151,294,352,417,117
11,4,167,236,383,471,467
12,31,172,248,334,479,96
13,96,145,233,310,494,271
14,62,122,223,350,403,440
15,3,188,227,337,409,8
16,50,195,294,373,416,146
17,43,144,261,317,467,43
18,32,180,259,342,433,323
19,8,186,238,355,484,230
20,8,186,230,342,431,58
21,46,128,228,377,431,49
22,26,142,221,347,466,383
23,67,124,224,386,474,348
24,51,177,207,384,418,323
25,21,125,228,378,479,234
26,37,160,227,397,500,18
27,67,145,244,336,425,475
28,90,157,262,340,457,232
29,73,168,207,386,410,107
30,2,109,298,375,432,52
31,55,190,266,347,405,53
32,83,152,259,361,495,345
33,29,163,208,327,421,435
34,22,191,300,389,441,96
35,9,105,264,310,443,303
36,35,149,264,366,454,333
37,55,184,255,315,451,419
38,42,169,265,398,488,263
39,30,121,252,377,450,480
40,20,171,259,371,474,145
41,25,146,259,388,434,175
42,45,111,215,378,483,346
43,84,110,277,352,500,91
44,52,191,220,305,462,467
45,88,125,231,352,493,145
46,15,108,298,340,472,448
47,20,156,291,391,482,55
48,18,116,228,388,496,128
49,83,194,243,326,494,212
50,69,171,278,345,444,334
51,45,199,221,371,446,114
52,30,154,201,303,448,194
53,51,154,276,374,439,287
54,88,187,201,390,445,309
55,64,173,246,340,486,106
56,27,133,281,351,476,451
57,40,161,221,363,402,455
58,78,179,282,376,417,489
59,13,105,259,360,415,63
60,39,125,205,374,402,150
61,33,134,280,325,429,405
62,81,144,204,336,445,119
63,84,105,243,331,476,257
64,57,148,277,352,483,198
65,72,151,278,373,468,394
66,73,136,215,383,438,188
67,61,148,300,358,418,310
68,45,198,268,338,430,478
69,34,181,217,329,450,84
70,98,123,240,372,453,445
71,80,173,281,371,431,37
72,22,132,237,332,463,395
73,33,144,297,330,404,407
74,20,198,202,385,481,191
75,29,185,276,325,477,344
76,5,108,272,385,474,355
77,91,182,286,391,477,407
78,46,189,233,383,407,466
79,95,166,229,356,467,496
80,20,160,207,377,452,252
81,35,144,241,364,495,301
82,21,155,252,350,482,22
83,25,199,222,378,446,179
84,93,184,281,371,432,279
85,9,164,220,318,441,165
86,1,170,229,339,458,183
87,53,184,254,397,454,63
88,37,113,283,305,439,442
89,31,143,248,315,405,332
90,22,104,289,379,481,369
91,36,153,263,313,453,278
92,72,109,219,349,439,131
93,54,158,269,302,454,428
94,80,108,239,389,455,344
95,56,194,264,399,455,309
96,88,117,224,330,435,116
97,86,155,211,355,475,490
98,63,120,267,335,493,409
99,76,126,282,318,460,189
100,61,177,273,330,458,354
101,33,181,265,334,461,247
102,68,184,285,386,452,319
103,49,108,220,327,442,197
104,71,173,208,324,406,224
105,4,154,224,337,401,10
106,58,122,244,324,441,118
107,46,174,217,334,480,170
108,85,126,268,374,443,346
109,47,179,233,375,446,114
110,14,150,214,350,476,247
111,99,111,255,324,439,382
112,46,166,212,307,419,402
113,95,150,261,326,459,48
114,76,186,224,339,434,117
115,10,198,269,351,435,261
116,5,170,293,369,401,208
117,55,178,299,384,451,137
118,41,111,274,301,454,129
119,68,146,220,309,409,437
120,70,153,203,315,490,141
121,78,133,282,306,439,395
122,36,191,229,365,479,303
123,5,156,275,322,407,382
124,85,118,279,394,439,112
125,30,200,280,371,487,431
126,49,124,292,334,444,223
127,1,109,233,323,481,480
128,77,140,260,373,415,63
129,12,188,297,363,458,246
130,45,107,233,389,422,292
131,93,125,209,372,415,296
132,81,135,270,363,416,85
133,5,177,277,353,420,178
134,15,191,208,304,499,496
135,71,170,274,395,442,234
136,4,115,259,373,474,403
137,70,119,202,344,464,10
138,14,122,250,325,480,71
139,59,124,214,377,478,132
140,33,161,260,387,480,167
141,40,198,207,317,440,322
142,20,111,274,358,430,402
143,57,122,218,326,486,381
144,17,111,298,357,493,181
145,17,140,208,308,496,329
146,59,150,265,305,425,13
147,31,126,208,368,495,310
148,27,174,254,369,406,430
149,28,153,273,373,432,144
150,33,141,265,355,493,235
151,14,184,217,311,487,424
152,3,151,236,366,472,182
153,22,137,243,394,431,313
154,5,146,229,342,456,173
155,83,158,250,333,456,479
156,22,154,292,319,462,305
157,77,188,210,376,404,209
158,40,177,285,369,487,387
159,46,119,277,350,407,326
160,26,153,255,337,472,217
161,30,179,282,314,490,367
162,10,127,273,368,458,3
163,22,176,253,322,476,331
164,44,162,239,375,423,212
165,94,170,261,345,457,196
166,37,106,286,346,462,338
167,96,151,283,327,499,127
168,38,150,278,371,469,245
169,76,164,267,332,499,19
170,2,155,257,319,401,412
171,92,165,300,302,467,119
172,64,115,220,386,442,346
173,11,168,299,332,432,277
174,11,126,207,372,406,22
175,82,139,265,334,478,387
176,20,186,243,395,420,381
177,18,182,229,304,451,79
178,15,116,243,343,415,135
179,79,147,248,372,460,468
180,12,188,267,356,483,441
181,91,198,264,316,428,355
182,65,171,259,380,434,498
183,10,110,290,361,463,201
184,100,137,208,387,420,15
185,71,110,286,394,406,174
186,95,167,223,322,481,35
187,19,164,279,332,427,438
188,51,110,237,357,452,188
189,20,140,269,363,466,433
190,95,170,268,359,402,223
191,80,174,298,319,424,489
192,45,114,295,355,409,272
193,93,158,274,334,471,352
194,42,191,256,391,438,473
195,75,197,227,386,408,74
196,10,129,235,309,470,99
197,62,123,214,363,413,449
198,99,172,206,398,412,235
199,97,187,214,354,498,441
200,86,103,207,382,488,150
