212107,-0.20647824,0.13542062,-0.11815859,0.6328498,0.08891216,-0.037433986,-0.04556263,0.27566627,0.64224666,0.21626101,0.6579108,-0.4151088,-0.1429883,-0.21174343,-0.29239514,0.33103877,0.16434117,-0.120957635,-0.29945958,-0.23522538,-0.19154905,0.41572425,-0.6965361,-0.21018149,0.23187858,-0.0070552975,-0.17238839,0.06764694,0.8009984,0.07444883,0.49459767,0.38482043,0.11580531,0.17542057,0.59738314,-0.12001376,0.12591718,-0.0775189,0.17339517,-0.19660507,-0.061083585,-0.10694698,-0.058216434,-0.023421993,0.113113485,-0.38938332,0.15080786,-0.031237034,0.25274962,-0.2863026,0.09065898,0.49496394,0.046494342,-0.04276091,0.25486004,-0.08323414,0.13304523,0.0026916985,-0.6428891,-0.26505402,0.14989528,0.054182086,-0.21311714,0.27815592,-0.13755277,0.43279347,-0.06968257,0.4556601,-0.2746212,0.62453556,0.26566032,-0.57726395,-0.3729112,-0.18556778,0.12632747,-0.038788196,0.0060988,0.29894066,-0.03079452,0.2828778,-0.12228441,-0.3501751,-0.04897507,-0.48198575,0.21907145,-0.5041713,-0.2998048,-0.45082685,0.069641225,0.46864182,0.22452404,-0.28864112,-0.2731693,-0.16264953,-0.20546302,-0.44658977,0.42193675,0.16433527,0.5025412,-0.1618114,0.1645009,0.4338532,0.1788677,-0.27090576,-0.18289806,0.47850615,0.34047025,-0.0558123,-0.20511247,0.3305556,-0.091107726,0.09040394,0.049947023,-0.33158597,0.4941918,0.14658488,-0.24347846,0.12509784,-0.35760337,-0.16607521,-0.5351731,-0.14353485,-0.43265513,0.02757595,-0.048642006,0.119463176,-0.6420886,0.09869511,3
1107095,-0.07087349,0.33265117,-0.27536634,0.12424187,0.1487924,-0.10626957,-0.041907787,0.6001567,-0.12239788,0.044507056,0.022670452,-0.19923882,-0.23992081,-0.19199917,-0.3051082,-0.069509625,0.043363806,-0.17994455,-0.14502028,0.07561045,0.32271835,0.6515903,0.12663329,-0.36824507,0.04972323,-0.024064023,-0.008240926,0.043407936,0.12593646,0.11573686,-0.28000325,-0.047775146,0.50828886,-0.3138105,-0.16645849,-0.15911886,0.033847388,-0.036917426,0.08955349,-0.034337386,-0.08676268,-0.06774799,-0.31981614,-0.14060853,0.22936827,0.16261579,0.13485035,0.08132381,-0.28211233,-0.25979817,-0.06757037,-0.10958604,-0.14777476,0.30010393,0.07093622,-0.016510315,0.1273869,-0.14003275,-0.24236847,-0.034351937,-0.024924202,0.518077,-0.33060735,0.16313684,0.114502996,-0.057778966,-0.08564304,0.23225892,-0.15725729,-0.121335514,-0.020665657,0.5752481,-0.2555074,0.12097163,0.122496925,0.07878902,-0.136617,0.1959176,-0.0062905475,0.39163455,0.080978,-0.16748689,0.20799382,0.16854252,0.050293177,-0.2966317,0.23031494,-0.19910717,-0.0516311,0.3708395,0.14423302,-0.031767316,0.2716293,-0.056489956,-0.18626443,0.18953907,0.14369413,0.24526955,-0.040463794,-0.107737556,0.17787448,0.10483182,-0.062699415,-0.0027425191,-0.28529215,0.2193804,-0.016346933,0.11108311,-0.22494942,0.45384583,-0.03675982,0.42954057,0.14796862,-0.207315,0.03457674,0.11671062,-0.17783298,0.022394473,0.05287235,-0.02934694,-0.14648707,-0.07819614,0.05135259,-0.019024769,0.16772991,-0.16885214,0.04165663,0.29073757,1
33231,0.5197491,-0.3660349,0.5817607,0.18153803,0.12913288,-0.39097798,-0.33212566,0.19256395,-0.11919522,-0.08788621,-0.20495796,-0.039550662,0.19389951,0.4795836,-0.20625307,0.07272765,-0.31217995,-0.12182499,-0.4130281,-0.11364008,-0.040373676,-0.0609144,-0.20532931,0.073084824,-0.07030221,-0.14297771,-0.49590528,-0.27741128,-0.096365385,-0.12242064,-0.37547076,0.22007126,-0.123495445,0.054321546,0.20394103,-0.23499334,-0.062629044,-0.5046671,0.26490784,0.13284315,0.22828661,-0.20344509,0.0022695952,-0.071259215,0.27530584,0.15821043,0.04622328,0.030746311,-0.06156258,0.16735648,0.35176158,0.08278899,-0.12949415,0.15627998,0.06479405,-0.24359909,0.33264086,0.35898176,-0.17037667,0.042143416,-0.22953126,-0.25214088,0.12573545,-0.04049978,-0.10681939,0.10613574,0.31853735,-0.14286304,0.1350013,-0.062597945,-0.07796753,-0.13265099,-0.15975583,-0.10319821,0.59399873,-0.04500782,0.2268466,-0.034497432,0.17073387,0.33697566,0.41481495,-0.15843941,-0.10583487,-0.111949995,0.02320931,-0.22165613,-0.27109435,0.09398219,-0.18494697,0.3082588,0.13948263,-0.14709325,0.093292795,0.08129746,-0.16945758,0.09370824,0.14089535,0.4538463,0.400258,-0.2917851,-0.33422792,0.1797822,-0.06696618,0.29067755,-0.47140074,0.00054818596,-0.53071463,-0.11136129,0.21922398,0.34083968,0.17174318,0.0069569023,-0.14405422,-0.25585163,0.19194332,-0.073485054,0.36844206,-0.17186046,0.39644969,-0.06531722,-0.6781378,0.039448082,-0.16792017,0.033505328,-0.20977189,-0.017868832,0.11616291,0.16667262,3
147870,0.21124953,0.1385876,0.54693574,-0.023594858,0.15821235,-0.348047,-0.27362224,0.08186114,0.120737605,-0.029364409,0.5967126,-0.12919064,0.2241311,-0.1012105,0.06823536,0.16310096,-0.44107288,-0.22215647,-0.5050798,-0.04944899,-0.29012892,-0.10418238,0.08683431,-0.07518837,-0.057158563,-0.04053058,0.09930591,-0.11036004,-0.18308242,-0.23766352,-0.01129497,-0.21160495,-0.103859924,0.44924387,0.2987983,-0.35009128,0.13968365,-0.13978167,-0.1612592,-0.2879744,-0.36928913,-0.48665223,0.38509881,0.39694515,-0.34213424,-0.17398055,-0.13312013,0.24525237,0.10188047,-0.2832653,0.37004566,-0.09367321,-0.076350115,0.233007,-0.22081181,-0.14128256,0.3623643,0.633883,0.3994451,-0.12709647,-0.12326484,0.022905057,-0.04966438,-0.0084809,-0.21308735,0.32338333,0.69047356,0.3395894,0.09526002,0.52493316,-0.6462602,-0.20346676,0.04761967,0.24778494,0.35981718,-0.19427384,0.1409777,0.40884393,-0.19275892,0.36631063,-0.08612453,-0.24427582,0.08454083,0.06361633,-0.18750401,0.305394,0.38783225,-0.2722344,-0.1411715,0.31599525,-0.045310833,-0.34687388,0.40095544,0.43797314,-0.020054927,-0.072298415,-0.09462455,0.27199912,0.12548135,0.16540493,-0.43076143,0.44576707,-0.5161871,0.18700501,-0.21510741,0.3003886,0.25561255,0.0827055,-0.6957406,-0.4447292,0.2914734,0.2017298,0.2872225,-0.05846492,-0.05332964,0.40568936,-0.0046195397,0.5559851,0.47413018,-0.027989246,-0.021519428,-0.051082674,-0.32469282,-0.36800075,-0.034909386,-0.009145593,-0.15336391,0.03378152,0
1135746,0.32221225,0.0007175528,0.20677267,-0.08245242,-0.12211907,-0.4221397,0.15975653,-0.20564993,-0.18607318,0.08139063,0.13286652,-0.2042157,-0.07857222,-0.19289766,-0.21330035,0.27351755,-0.05847999,0.042827725,-0.5771608,-0.022384625,-0.06961807,0.14069085,-0.25583053,0.17905356,0.25001705,-0.026598064,-0.17022082,-0.036327764,0.1514881,-0.1705947,-0.48789287,-0.21764304,-0.13249227,0.2640381,0.18705107,-0.059544656,-0.20744942,-0.005075312,0.10998145,0.30577987,0.08904741,-0.39590555,-0.20619257,0.009342532,0.057857767,0.115662396,-0.038455192,-0.076020114,-0.104604244,0.2393868,0.3567278,-0.11966269,0.08042448,-0.058278486,0.15064591,-0.23813239,-0.008740621,-0.106281534,-0.0755672,-0.09079611,-0.25939968,0.004549776,-0.025104545,-0.032356497,0.22808959,0.018784542,0.043825172,-0.20415452,-0.08213747,-0.0021849845,0.26265937,0.078598775,-0.12721021,-0.23077378,0.42786333,0.09056291,0.12862164,-0.11335486,0.07697165,0.28583804,0.090008005,-0.14202172,-0.04427471,0.0021265661,0.029853975,-0.26205373,-0.19125216,0.07153937,-0.42604908,0.41354865,0.3582205,-0.37026647,0.30266738,-0.2094638,0.26479053,-0.0478814,-0.066032045,0.14136256,0.08116816,-0.4617648,-0.40865177,0.34536716,0.09916324,0.1969556,-0.3037191,-0.49829048,-0.27975926,-0.3715321,-0.29731178,0.06789841,-0.101900004,0.25515705,-0.25428915,0.41637227,-0.10833313,0.13283272,0.014524336,-0.25773308,0.08802242,-0.037694763,-0.49507686,0.072628655,-0.09947497,-0.14898661,-0.06270373,0.44713312,0.018298768,0.15285754,4
1113084,0.49245682,0.019009627,0.59042454,0.12830114,-0.090126425,-0.4871188,0.27374658,0.069903426,-0.4294164,0.010882363,-0.11168437,-0.015314439,-0.14570305,-0.07780224,-0.44997457,0.39484718,-0.25804895,-0.011067676,0.021121167,0.64148384,0.12320532,-0.4093283,0.42317113,0.13818367,-0.088081285,-0.12701543,0.28700444,-0.35094887,-0.23948355,-0.041543197,-0.27499273,0.059531968,-0.32478487,-0.16212635,-0.017468255,-0.21625337,0.024090141,-0.6080553,-0.23280011,-0.19896525,0.030598445,-0.19309254,-0.47750956,0.040288586,-0.13648932,-0.020939656,0.36443707,-0.07196675,0.25757682,-0.21314366,-0.040824555,-0.068271786,-0.07994035,-0.40210184,0.14460947,-0.08955439,0.3570719,-0.48710352,-0.034386534,-0.029678272,-0.33333862,0.18957594,-0.34551856,0.0007311965,0.0427666,-0.13015594,0.32067466,-0.17065984,-0.11870908,-0.19540888,0.22819798,0.01921741,0.1407415,0.07886414,0.1299432,0.06458824,0.16577703,-0.45022422,-0.48619863,-0.008401847,-0.15732844,-0.37356755,-0.58519655,0.17000116,0.07929953,-0.11723251,-0.054270852,-0.009468595,-0.3039729,0.23859341,0.08641591,-0.09784675,-0.10163307,0.357032,-0.19621477,0.5800526,0.2570893,0.23456603,0.2575502,-0.7039655,0.05208148,0.101943485,0.3457962,-0.12627706,-0.3172103,0.23754287,0.19480771,-0.054063596,0.11681891,0.045356166,0.13278727,-0.17164207,0.2965325,-0.3397201,-0.7819432,-0.0078495005,-0.14093488,-0.30460975,-0.25717667,0.023699822,-0.29070288,-0.14373317,-0.41269553,-0.2817685,-0.14245224,0.12672722,0.06625505,0.28710952,0
1121254,0.3319689,-0.09779888,-0.071398996,0.09699682,-0.038570374,0.28720322,-0.23009633,0.1149948,-0.1777866,-0.05106744,0.17349766,-0.007570822,-0.1070186,0.3766838,-0.14494446,-0.15468173,-0.18101421,-0.12935804,0.030717576,-0.12545106,-0.11677315,0.07915504,-0.1405646,-0.24868758,-0.3954576,0.2255837,-0.15212655,0.12226401,0.28899923,0.32518405,-0.269814,-0.1612677,0.16396797,-0.047684472,0.059365522,-0.06244095,0.51418114,-0.12814996,-0.07098302,-0.12678023,0.18761571,-0.15447356,-0.00037645648,0.27463996,0.025250256,0.09215392,-0.0810175,0.088700846,-0.050175473,0.00018813227,0.23249371,-0.08428801,-0.19157156,-0.048859037,0.059165888,0.19642624,0.3854267,-0.2425207,-0.058992993,0.34211716,0.024231583,0.32004845,0.15278439,0.040301733,0.06049734,0.09654135,0.24737214,-0.20816173,-0.0014380038,-0.028529072,0.033008307,0.09408999,-0.13842092,-0.22023182,-0.047212455,0.08280634,0.06409663,0.20829059,0.005608503,0.27402663,-0.04949494,-0.1420228,-0.09474296,0.09622529,0.020664891,-0.09783052,0.104120135,0.20542003,0.08912629,0.3001302,0.15449315,-0.14639556,0.12668087,0.10178631,-0.32298616,0.34555805,-0.13073443,0.00092333066,0.1348018,-0.15092908,-0.21595573,0.26371467,-0.15140225,-0.21481104,-0.17157997,0.26980346,0.1299902,-0.01557856,-0.09563015,0.4680045,0.10712802,0.40870088,-0.04346726,-0.19545607,-0.01681157,0.4651408,-0.045634344,0.21045502,0.06403973,-0.4498718,-0.29307443,0.05722541,-0.014921801,-0.32253638,-0.105986975,0.32174495,0.1845157,0.10051232,3
1135125,-0.058455598,-0.2998148,0.120404914,0.07921846,-0.35217628,-0.23540856,0.19630842,0.30942103,-0.097921625,-0.21501967,-0.28839576,-0.29000983,-0.054682944,-0.42640224,-0.050215483,-0.2025386,0.06030405,-0.07788193,-0.3826686,0.14810029,-0.0048111877,0.2761583,-0.37474588,0.040858906,-0.31413278,-0.2577029,0.44706827,0.22521432,0.13103974,-0.041335337,-0.13674897,-0.41276917,-0.11532636,-0.12152274,-0.051495265,0.03775406,-0.12392755,-0.097532704,0.2687961,0.40206033,0.068558395,-0.65058166,0.118019186,-0.26676074,-0.47473195,0.37210757,-0.37825355,-0.060163062,0.0021096496,0.26929796,0.38322806,0.015947111,-0.24144125,-0.11352822,0.49334842,0.033896234,0.08448761,-0.27395362,-0.42965773,0.14349733,-0.60801166,0.11642114,-0.18741988,-0.5975518,0.08634438,0.23330274,-0.19306287,-0.30385935,-0.12041003,0.168963,0.29301158,0.049752858,-0.059542514,-0.11501695,0.6726273,0.13826498,-0.29193214,-0.06469242,0.19766136,0.3321008,0.073918134,-0.040743276,-0.22322357,-0.14037809,0.0111246845,-0.27917746,-0.028747274,-0.084260635,-0.24123411,-0.047935043,0.6243296,0.23317885,0.32961568,0.002555841,-0.25700164,0.4722092,-0.20857574,0.11990275,0.044406362,-0.684696,0.24582541,0.19501887,0.36449885,0.19273077,-0.0841302,-0.18669075,0.11747665,0.25306302,-0.23970313,0.36152652,0.31379813,0.20945245,0.20861806,0.039512612,-0.21116394,-0.20681013,-0.008401956,-0.31841537,-0.17973697,-0.23127383,-0.21239379,0.14896896,-0.18190297,-0.03817625,0.25743103,-0.018248178,-0.2407747,-0.54556376,0
112099,0.21820952,0.27531677,0.13784918,0.1388544,0.113252684,-0.11801701,0.28478596,0.6295072,0.325052,-0.09542455,-0.11573481,-0.15461183,-0.22096862,-0.246618,-0.16054045,-0.35253155,-0.41353646,0.6192881,-0.15031956,-0.016910268,-0.040176064,0.29547995,-0.09010174,-0.43191946,0.04016904,-0.0366382,0.39779314,-0.21728164,0.67158425,0.13298075,0.63596904,0.24875766,-0.040649015,0.21158805,-0.40397573,-0.12027493,0.045305282,0.16100816,0.04783368,-0.024382384,-0.046410594,-0.03245962,0.2476914,0.08480438,0.37692425,0.020608278,-0.12897903,0.12352779,0.1727335,-0.5196211,-0.06716884,-0.3095436,0.049746796,-0.2994253,0.39080888,-0.020252263,-0.3575691,-0.16766761,-0.22496189,0.20933896,-0.23751406,-0.14601314,0.020248719,-0.057909288,0.23327264,-0.21313012,-0.088194706,-0.27960053,-0.3666629,0.083158106,-0.19722599,0.33379835,0.020742135,0.056408897,0.0131949205,-0.07637544,0.43364894,-0.3792945,-0.20011427,0.19281013,0.24775136,-0.12197947,0.16843627,-0.051341157,-0.20713109,-0.41194156,-0.054166924,-0.17364836,-0.12063316,0.20677714,0.16559732,-0.08818159,0.07541686,0.36405253,-0.37537327,0.13479781,-0.30136517,0.41776142,0.3753761,0.5565179,-0.2631996,0.11268527,0.3097052,0.2816711,-0.16840053,-0.23500574,0.08791551,0.007664373,-0.2972487,0.2808477,0.11742512,-0.07378247,0.06765095,-0.1615675,0.10353427,0.18935747,0.38199586,0.31730822,0.076653086,0.19110616,0.00979206,-0.20654202,0.40426153,-0.42174935,-0.06613566,-0.093386784,0.08392877,0.6176705,6
96845,0.1258752,0.11571092,-0.20189764,-0.1275724,0.12764809,0.18593688,0.43161222,0.28678304,0.07151512,0.19576733,-0.24732552,0.080528244,-0.13495676,0.20868331,-0.56587046,-0.07883586,-0.4209697,-0.100589834,-0.29030746,0.13312502,0.14048555,-0.05746297,-0.1788044,0.18416798,-0.08498931,-0.115603715,0.032716542,-0.10548918,-0.3382765,-0.18241712,-0.61427635,0.214404,-0.12570134,-0.0009122463,-0.034283306,-0.07909331,0.29059437,-0.36035627,-0.49982342,-0.22206707,-0.18590547,-0.10473721,-0.25345066,0.07534938,-0.5332151,0.09397218,0.31427148,0.0954882,-0.062624775,-0.5291951,0.46090165,-0.22282106,-0.043068044,0.052142818,0.26138574,0.13322318,0.2750715,0.2461518,-0.013500029,0.06597687,-0.23211634,0.014122921,-0.44964606,0.14276668,0.09131573,-0.18135168,0.4034099,0.01099547,0.0039480724,0.036536828,-0.1222494,-0.35881057,0.038513243,-0.17844807,0.02245119,-0.076209806,0.4196208,0.4296405,0.094595805,0.015126322,0.20521148,-0.10285081,0.40261203,0.02112437,0.06145782,0.20753674,0.039173137,-0.39231914,0.04540959,0.32684952,0.36495957,0.5352559,-0.1736422,-0.5722277,-0.19478016,-0.05351635,0.49871132,-0.0202562,0.11580235,-0.32807052,-0.15550259,-0.04687711,0.63999224,-0.19412632,0.12885594,0.14614002,-0.029555233,-0.24370268,-0.087154076,0.017574547,0.1626518,0.19576874,-0.40679196,-0.051443387,-0.057511847,0.066065915,0.06490323,-0.03320924,0.14683907,0.38134748,-0.10462962,0.010585232,-0.1988907,0.17409298,-0.52515566,-0.23258542,0.38648862,0.1296247,5
